Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-03-01 13:00:00,Belgium,Belgium,BE,112.81,167.8,73.84,45.67,entsoe.eu,False,
2023-03-01 14:00:00,Belgium,Belgium,BE,127.22,183.57,71.55,42.25,entsoe.eu,False,
2023-03-01 15:00:00,Belgium,Belgium,BE,156.73,218.88,64.3,33.45,entsoe.eu,False,
2023-03-01 16:00:00,Belgium,Belgium,BE,182.82,250.65,57.1,25.36,entsoe.eu,False,
2023-03-01 17:00:00,Belgium,Belgium,BE,205.57,274.88,53.61,24.48,entsoe.eu,False,
2023-03-01 18:00:00,Belgium,Belgium,BE,217.38,289.35,51.12,23.54,entsoe.eu,False,
2023-03-01 19:00:00,Belgium,Belgium,BE,225.29,299.17,49.49,22.17,entsoe.eu,False,
2023-03-01 20:00:00,Belgium,Belgium,BE,226.6,300.66,49.45,21.9,entsoe.eu,False,
2023-03-01 21:00:00,Belgium,Belgium,BE,220.12,293.6,50.4,21.51,entsoe.eu,False,
2023-03-01 22:00:00,Belgium,Belgium,BE,220.71,293.55,51.32,21.23,entsoe.eu,False,
2023-03-01 23:00:00,Belgium,Belgium,BE,205.66,276.71,53.28,21.21,entsoe.eu,False,
2023-03-02 00:00:00,Belgium,Belgium,BE,210.64,282.37,52.52,20.81,entsoe.eu,False,
2023-03-02 01:00:00,Belgium,Belgium,BE,211.7,283.4,52.44,20.98,entsoe.eu,False,
2023-03-02 02:00:00,Belgium,Belgium,BE,203.07,272.34,54.46,21.43,entsoe.eu,False,
2023-03-02 03:00:00,Belgium,Belgium,BE,210.48,279.67,54.58,21.57,entsoe.eu,False,
2023-03-02 04:00:00,Belgium,Belgium,BE,200.26,269.39,54.39,21.39,entsoe.eu,False,
2023-03-02 05:00:00,Belgium,Belgium,BE,205.42,275.46,53.68,22.57,entsoe.eu,False,
2023-03-02 06:00:00,Belgium,Belgium,BE,200.29,267.04,55.32,25.92,entsoe.eu,False,
2023-03-02 07:00:00,Belgium,Belgium,BE,186.6,250.54,58.67,30.1,entsoe.eu,False,
2023-03-02 08:00:00,Belgium,Belgium,BE,161.97,224.76,62.38,35.23,entsoe.eu,False,
2023-03-02 09:00:00,Belgium,Belgium,BE,126.13,182.15,71.6,43.99,entsoe.eu,False,
2023-03-02 10:00:00,Belgium,Belgium,BE,114.59,169.11,73.82,47.21,entsoe.eu,False,
2023-03-02 11:00:00,Belgium,Belgium,BE,105.06,157.7,76.01,49.47,entsoe.eu,False,
2023-03-02 12:00:00,Belgium,Belgium,BE,96.24,146.59,78.2,51.52,entsoe.eu,False,
2023-03-02 13:00:00,Belgium,Belgium,BE,97.66,147.9,78.04,50.65,entsoe.eu,False,
2023-03-02 14:00:00,Belgium,Belgium,BE,116.93,171.06,72.97,44.49,entsoe.eu,False,
2023-03-02 15:00:00,Belgium,Belgium,BE,147.67,208.06,65.1,35.73,entsoe.eu,False,
2023-03-02 16:00:00,Belgium,Belgium,BE,170.25,235.13,59.31,27.68,entsoe.eu,False,
2023-03-02 17:00:00,Belgium,Belgium,BE,187.79,252.47,57.43,29.3,entsoe.eu,False,
2023-03-02 18:00:00,Belgium,Belgium,BE,197.34,263.42,55.96,29.66,entsoe.eu,False,
2023-03-02 19:00:00,Belgium,Belgium,BE,204.15,272.65,54.06,27.9,entsoe.eu,False,
2023-03-02 20:00:00,Belgium,Belgium,BE,212.21,283.64,51.64,24.68,entsoe.eu,False,
2023-03-02 21:00:00,Belgium,Belgium,BE,219.52,293.29,49.64,21.18,entsoe.eu,False,
2023-03-02 22:00:00,Belgium,Belgium,BE,222.65,296.95,49.17,20.6,entsoe.eu,False,
2023-03-02 23:00:00,Belgium,Belgium,BE,207.02,278.3,52.84,21.27,entsoe.eu,False,
2023-03-03 00:00:00,Belgium,Belgium,BE,204.61,275.16,53.45,22.18,entsoe.eu,False,
2023-03-03 01:00:00,Belgium,Belgium,BE,200.94,270.95,53.91,21.62,entsoe.eu,False,
2023-03-03 02:00:00,Belgium,Belgium,BE,205.22,276.54,52.59,20.0,entsoe.eu,False,
2023-03-03 03:00:00,Belgium,Belgium,BE,205.89,278.02,51.85,18.7,entsoe.eu,False,
2023-03-03 04:00:00,Belgium,Belgium,BE,203.16,275.46,51.71,17.95,entsoe.eu,False,
2023-03-03 05:00:00,Belgium,Belgium,BE,199.09,271.88,51.31,17.97,entsoe.eu,False,
2023-03-03 06:00:00,Belgium,Belgium,BE,207.57,279.87,50.83,19.3,entsoe.eu,False,
2023-03-03 07:00:00,Belgium,Belgium,BE,207.07,277.96,51.92,21.95,entsoe.eu,False,
2023-03-03 08:00:00,Belgium,Belgium,BE,200.81,270.95,53.08,23.93,entsoe.eu,False,
2023-03-03 09:00:00,Belgium,Belgium,BE,208.65,278.99,53.75,24.69,entsoe.eu,False,
2023-03-03 10:00:00,Belgium,Belgium,BE,186.55,256.01,55.45,27.35,entsoe.eu,False,
2023-03-03 11:00:00,Belgium,Belgium,BE,178.32,246.62,57.24,29.94,entsoe.eu,False,
2023-03-03 12:00:00,Belgium,Belgium,BE,163.02,227.99,60.83,34.07,entsoe.eu,False,
2023-03-03 13:00:00,Belgium,Belgium,BE,150.15,211.47,64.38,36.67,entsoe.eu,False,
2023-03-03 14:00:00,Belgium,Belgium,BE,159.86,221.99,61.72,32.52,entsoe.eu,False,
2023-03-03 15:00:00,Belgium,Belgium,BE,178.35,244.27,57.02,25.96,entsoe.eu,False,
2023-03-03 16:00:00,Belgium,Belgium,BE,213.07,282.37,52.08,17.7,entsoe.eu,False,
2023-03-03 17:00:00,Belgium,Belgium,BE,225.02,294.67,50.05,17.31,entsoe.eu,False,
2023-03-03 18:00:00,Belgium,Belgium,BE,227.06,298.29,48.82,17.24,entsoe.eu,False,
2023-03-03 19:00:00,Belgium,Belgium,BE,225.33,298.9,47.69,15.12,entsoe.eu,False,
2023-03-03 20:00:00,Belgium,Belgium,BE,220.11,291.95,49.85,16.13,entsoe.eu,False,
2023-03-03 21:00:00,Belgium,Belgium,BE,212.83,283.55,51.63,16.87,entsoe.eu,False,
2023-03-03 22:00:00,Belgium,Belgium,BE,203.56,272.61,53.39,17.37,entsoe.eu,False,
2023-03-03 23:00:00,Belgium,Belgium,BE,198.69,266.42,54.56,18.77,entsoe.eu,False,
2023-03-04 00:00:00,Belgium,Belgium,BE,196.49,263.9,54.88,18.96,entsoe.eu,False,
2023-03-04 01:00:00,Belgium,Belgium,BE,195.02,262.29,54.95,19.11,entsoe.eu,False,
2023-03-04 02:00:00,Belgium,Belgium,BE,192.56,258.88,55.86,19.97,entsoe.eu,False,
2023-03-04 03:00:00,Belgium,Belgium,BE,189.74,255.17,56.86,20.65,entsoe.eu,False,
2023-03-04 04:00:00,Belgium,Belgium,BE,187.33,252.61,56.98,20.34,entsoe.eu,False,
2023-03-04 05:00:00,Belgium,Belgium,BE,182.36,246.57,57.96,20.81,entsoe.eu,False,
2023-03-04 06:00:00,Belgium,Belgium,BE,183.35,247.15,58.29,20.79,entsoe.eu,False,
2023-03-04 07:00:00,Belgium,Belgium,BE,177.67,241.58,59.25,23.31,entsoe.eu,False,
2023-03-04 08:00:00,Belgium,Belgium,BE,160.99,221.67,63.41,28.73,entsoe.eu,False,
2023-03-04 09:00:00,Belgium,Belgium,BE,148.2,208.3,66.17,33.41,entsoe.eu,False,
2023-03-04 10:00:00,Belgium,Belgium,BE,139.24,198.53,67.68,35.37,entsoe.eu,False,
2023-03-04 11:00:00,Belgium,Belgium,BE,135.35,193.34,69.09,36.82,entsoe.eu,False,
2023-03-04 12:00:00,Belgium,Belgium,BE,138.72,195.7,69.29,36.73,entsoe.eu,False,
2023-03-04 13:00:00,Belgium,Belgium,BE,143.98,203.01,67.42,34.22,entsoe.eu,False,
2023-03-04 14:00:00,Belgium,Belgium,BE,160.14,222.67,63.6,29.63,entsoe.eu,False,
2023-03-04 15:00:00,Belgium,Belgium,BE,163.67,227.51,61.92,28.23,entsoe.eu,False,
2023-03-04 16:00:00,Belgium,Belgium,BE,187.84,256.14,56.82,23.38,entsoe.eu,False,
2023-03-04 17:00:00,Belgium,Belgium,BE,207.87,277.19,54.13,20.16,entsoe.eu,False,
2023-03-04 18:00:00,Belgium,Belgium,BE,207.09,275.76,54.29,20.4,entsoe.eu,False,
2023-03-04 19:00:00,Belgium,Belgium,BE,208.27,280.56,52.14,16.34,entsoe.eu,False,
2023-03-04 20:00:00,Belgium,Belgium,BE,208.49,279.99,53.22,16.23,entsoe.eu,False,
2023-03-04 21:00:00,Belgium,Belgium,BE,208.18,279.07,53.71,17.25,entsoe.eu,False,
2023-03-04 22:00:00,Belgium,Belgium,BE,210.37,282.33,52.85,15.91,entsoe.eu,False,
2023-03-04 23:00:00,Belgium,Belgium,BE,195.61,265.59,55.42,14.99,entsoe.eu,False,
2023-03-05 00:00:00,Belgium,Belgium,BE,182.98,249.11,59.21,16.79,entsoe.eu,False,
2023-03-05 01:00:00,Belgium,Belgium,BE,183.29,249.84,58.8,16.3,entsoe.eu,False,
2023-03-05 02:00:00,Belgium,Belgium,BE,182.24,248.71,58.93,15.99,entsoe.eu,False,
2023-03-05 03:00:00,Belgium,Belgium,BE,183.91,250.26,59.21,16.09,entsoe.eu,False,
2023-03-05 04:00:00,Belgium,Belgium,BE,179.45,244.79,60.56,16.24,entsoe.eu,False,
2023-03-05 05:00:00,Belgium,Belgium,BE,182.93,248.74,59.8,17.4,entsoe.eu,False,
2023-03-05 06:00:00,Belgium,Belgium,BE,182.25,248.68,58.98,16.95,entsoe.eu,False,
2023-03-05 07:00:00,Belgium,Belgium,BE,162.86,226.39,62.86,22.0,entsoe.eu,False,
2023-03-05 08:00:00,Belgium,Belgium,BE,140.84,200.5,67.55,29.06,entsoe.eu,False,
2023-03-05 09:00:00,Belgium,Belgium,BE,129.12,186.32,70.3,34.23,entsoe.eu,False,
2023-03-05 10:00:00,Belgium,Belgium,BE,138.27,195.95,69.97,36.24,entsoe.eu,False,
2023-03-05 11:00:00,Belgium,Belgium,BE,136.68,194.07,70.25,37.7,entsoe.eu,False,
2023-03-05 12:00:00,Belgium,Belgium,BE,156.94,216.89,67.48,34.48,entsoe.eu,False,
2023-03-05 13:00:00,Belgium,Belgium,BE,158.4,220.1,65.61,32.19,entsoe.eu,False,
2023-03-05 14:00:00,Belgium,Belgium,BE,169.04,232.89,62.82,29.09,entsoe.eu,False,
2023-03-05 15:00:00,Belgium,Belgium,BE,177.06,243.25,59.83,26.2,entsoe.eu,False,
2023-03-05 16:00:00,Belgium,Belgium,BE,197.68,265.92,56.82,22.03,entsoe.eu,False,
2023-03-05 17:00:00,Belgium,Belgium,BE,220.26,292.29,52.1,17.24,entsoe.eu,False,
2023-03-05 18:00:00,Belgium,Belgium,BE,223.02,292.01,53.25,19.01,entsoe.eu,False,
2023-03-05 19:00:00,Belgium,Belgium,BE,235.59,310.59,49.35,14.08,entsoe.eu,False,
2023-03-05 20:00:00,Belgium,Belgium,BE,238.5,314.67,48.27,13.64,entsoe.eu,False,
2023-03-05 21:00:00,Belgium,Belgium,BE,231.77,306.91,49.34,14.17,entsoe.eu,False,
2023-03-05 22:00:00,Belgium,Belgium,BE,228.12,303.18,49.33,14.49,entsoe.eu,False,
2023-03-05 23:00:00,Belgium,Belgium,BE,212.11,283.21,52.22,16.14,entsoe.eu,False,
2023-03-06 00:00:00,Belgium,Belgium,BE,223.93,297.71,49.08,12.92,entsoe.eu,False,
2023-03-06 01:00:00,Belgium,Belgium,BE,226.97,301.09,48.04,11.73,entsoe.eu,False,
2023-03-06 02:00:00,Belgium,Belgium,BE,240.89,316.2,46.4,11.77,entsoe.eu,False,
2023-03-06 03:00:00,Belgium,Belgium,BE,239.36,314.36,46.19,11.82,entsoe.eu,False,
2023-03-06 04:00:00,Belgium,Belgium,BE,235.24,310.82,45.34,11.47,entsoe.eu,False,
2023-03-06 05:00:00,Belgium,Belgium,BE,223.84,296.77,48.17,13.45,entsoe.eu,False,
2023-03-06 06:00:00,Belgium,Belgium,BE,220.43,288.17,51.65,16.06,entsoe.eu,False,
2023-03-06 07:00:00,Belgium,Belgium,BE,215.49,281.96,52.76,18.74,entsoe.eu,False,
2023-03-06 08:00:00,Belgium,Belgium,BE,188.06,253.69,55.26,21.22,entsoe.eu,False,
2023-03-06 09:00:00,Belgium,Belgium,BE,181.74,247.88,56.6,25.48,entsoe.eu,False,
2023-03-06 10:00:00,Belgium,Belgium,BE,168.13,231.95,59.53,29.27,entsoe.eu,False,
2023-03-06 11:00:00,Belgium,Belgium,BE,153.82,213.89,63.36,34.8,entsoe.eu,False,
2023-03-06 12:00:00,Belgium,Belgium,BE,142.07,198.76,66.21,37.63,entsoe.eu,False,
2023-03-06 13:00:00,Belgium,Belgium,BE,140.98,196.2,66.73,39.94,entsoe.eu,False,
2023-03-06 14:00:00,Belgium,Belgium,BE,152.28,209.03,64.2,36.97,entsoe.eu,False,
2023-03-06 15:00:00,Belgium,Belgium,BE,161.97,219.67,62.19,33.48,entsoe.eu,False,
2023-03-06 16:00:00,Belgium,Belgium,BE,175.35,234.69,59.83,31.44,entsoe.eu,False,
2023-03-06 17:00:00,Belgium,Belgium,BE,188.87,248.85,58.26,31.07,entsoe.eu,False,
2023-03-06 18:00:00,Belgium,Belgium,BE,204.92,269.42,54.14,27.95,entsoe.eu,False,
2023-03-06 19:00:00,Belgium,Belgium,BE,192.36,253.77,57.34,30.27,entsoe.eu,False,
2023-03-06 20:00:00,Belgium,Belgium,BE,179.92,237.47,60.98,34.24,entsoe.eu,False,
2023-03-06 21:00:00,Belgium,Belgium,BE,181.48,239.73,60.47,32.24,entsoe.eu,False,
2023-03-06 22:00:00,Belgium,Belgium,BE,176.64,234.03,61.37,31.91,entsoe.eu,False,
2023-03-06 23:00:00,Belgium,Belgium,BE,163.91,217.3,65.27,35.18,entsoe.eu,False,
2023-03-07 00:00:00,Belgium,Belgium,BE,166.03,219.93,64.93,33.3,entsoe.eu,False,
2023-03-07 01:00:00,Belgium,Belgium,BE,178.9,234.99,63.31,31.2,entsoe.eu,False,
2023-03-07 02:00:00,Belgium,Belgium,BE,178.47,234.69,63.27,29.18,entsoe.eu,False,
2023-03-07 03:00:00,Belgium,Belgium,BE,181.79,239.05,62.36,27.74,entsoe.eu,False,
2023-03-07 04:00:00,Belgium,Belgium,BE,195.45,256.67,58.55,24.06,entsoe.eu,False,
2023-03-07 05:00:00,Belgium,Belgium,BE,203.87,268.28,55.13,23.36,entsoe.eu,False,
2023-03-07 06:00:00,Belgium,Belgium,BE,217.25,285.0,51.96,20.88,entsoe.eu,False,
2023-03-07 07:00:00,Belgium,Belgium,BE,216.31,283.5,52.9,22.57,entsoe.eu,False,
2023-03-07 08:00:00,Belgium,Belgium,BE,208.62,274.5,54.44,24.48,entsoe.eu,False,
2023-03-07 09:00:00,Belgium,Belgium,BE,205.5,271.71,54.83,24.8,entsoe.eu,False,
2023-03-07 10:00:00,Belgium,Belgium,BE,198.1,264.51,55.24,24.63,entsoe.eu,False,
2023-03-07 11:00:00,Belgium,Belgium,BE,189.65,254.17,57.18,26.11,entsoe.eu,False,
2023-03-07 12:00:00,Belgium,Belgium,BE,192.04,257.22,56.41,24.71,entsoe.eu,False,
2023-03-07 13:00:00,Belgium,Belgium,BE,199.31,265.88,54.7,22.74,entsoe.eu,False,
2023-03-07 14:00:00,Belgium,Belgium,BE,204.9,272.05,53.84,21.38,entsoe.eu,False,
2023-03-07 15:00:00,Belgium,Belgium,BE,212.49,280.28,52.96,20.79,entsoe.eu,False,
2023-03-07 16:00:00,Belgium,Belgium,BE,225.67,294.63,51.06,18.67,entsoe.eu,False,
2023-03-07 17:00:00,Belgium,Belgium,BE,234.97,302.35,51.05,19.51,entsoe.eu,False,
2023-03-07 18:00:00,Belgium,Belgium,BE,237.81,307.87,48.91,16.06,entsoe.eu,False,
2023-03-07 19:00:00,Belgium,Belgium,BE,251.76,324.66,46.37,15.21,entsoe.eu,False,
2023-03-07 20:00:00,Belgium,Belgium,BE,247.07,321.02,45.8,12.76,entsoe.eu,False,
2023-03-07 21:00:00,Belgium,Belgium,BE,249.0,324.2,44.74,11.39,entsoe.eu,False,
2023-03-07 22:00:00,Belgium,Belgium,BE,246.15,321.28,44.71,9.87,entsoe.eu,False,
2023-03-07 23:00:00,Belgium,Belgium,BE,242.26,314.93,47.4,10.88,entsoe.eu,False,
2023-03-08 00:00:00,Belgium,Belgium,BE,239.83,311.47,48.71,11.22,entsoe.eu,False,
2023-03-08 01:00:00,Belgium,Belgium,BE,234.95,305.23,50.11,11.7,entsoe.eu,False,
2023-03-08 02:00:00,Belgium,Belgium,BE,230.37,300.07,50.47,11.38,entsoe.eu,False,
2023-03-08 03:00:00,Belgium,Belgium,BE,224.28,292.83,51.31,13.24,entsoe.eu,False,
2023-03-08 04:00:00,Belgium,Belgium,BE,198.85,264.64,53.39,15.78,entsoe.eu,False,
2023-03-08 05:00:00,Belgium,Belgium,BE,192.36,258.06,53.24,17.19,entsoe.eu,False,
2023-03-08 06:00:00,Belgium,Belgium,BE,190.09,252.24,56.03,21.09,entsoe.eu,False,
2023-03-08 07:00:00,Belgium,Belgium,BE,190.58,250.15,57.87,25.74,entsoe.eu,False,
2023-03-08 08:00:00,Belgium,Belgium,BE,170.19,228.77,59.26,26.23,entsoe.eu,False,
2023-03-08 09:00:00,Belgium,Belgium,BE,169.31,229.19,59.07,27.43,entsoe.eu,False,
2023-03-08 10:00:00,Belgium,Belgium,BE,183.33,244.62,57.72,27.11,entsoe.eu,False,
2023-03-08 11:00:00,Belgium,Belgium,BE,183.6,245.18,57.71,26.63,entsoe.eu,False,
2023-03-08 12:00:00,Belgium,Belgium,BE,170.55,231.78,58.28,26.19,entsoe.eu,False,
2023-03-08 13:00:00,Belgium,Belgium,BE,175.83,238.42,57.0,24.71,entsoe.eu,False,
2023-03-08 14:00:00,Belgium,Belgium,BE,179.93,243.12,56.28,22.77,entsoe.eu,False,
2023-03-08 15:00:00,Belgium,Belgium,BE,173.69,235.65,56.7,18.19,entsoe.eu,False,
2023-03-08 16:00:00,Belgium,Belgium,BE,159.4,217.07,60.53,19.54,entsoe.eu,False,
2023-03-08 17:00:00,Belgium,Belgium,BE,169.55,226.61,60.68,21.38,entsoe.eu,False,
2023-03-08 18:00:00,Belgium,Belgium,BE,180.64,239.11,58.98,23.48,entsoe.eu,False,
2023-03-08 19:00:00,Belgium,Belgium,BE,207.64,272.03,54.09,20.57,entsoe.eu,False,
2023-03-08 20:00:00,Belgium,Belgium,BE,208.67,273.5,54.0,19.71,entsoe.eu,False,
2023-03-08 21:00:00,Belgium,Belgium,BE,203.16,266.11,56.2,19.33,entsoe.eu,False,
2023-03-08 22:00:00,Belgium,Belgium,BE,191.5,251.57,59.22,20.54,entsoe.eu,False,
2023-03-08 23:00:00,Belgium,Belgium,BE,182.77,240.35,61.56,21.23,entsoe.eu,False,
2023-03-09 00:00:00,Belgium,Belgium,BE,168.98,225.56,62.33,19.53,entsoe.eu,False,
2023-03-09 01:00:00,Belgium,Belgium,BE,171.85,228.18,62.65,19.85,entsoe.eu,False,
2023-03-09 02:00:00,Belgium,Belgium,BE,150.74,202.67,66.38,18.79,entsoe.eu,False,
2023-03-09 03:00:00,Belgium,Belgium,BE,135.8,185.43,68.23,18.02,entsoe.eu,False,
2023-03-09 04:00:00,Belgium,Belgium,BE,150.13,202.02,66.2,17.85,entsoe.eu,False,
2023-03-09 05:00:00,Belgium,Belgium,BE,179.46,234.89,62.82,17.34,entsoe.eu,False,
2023-03-09 06:00:00,Belgium,Belgium,BE,171.03,223.81,64.91,19.05,entsoe.eu,False,
2023-03-09 07:00:00,Belgium,Belgium,BE,158.97,209.2,67.71,22.13,entsoe.eu,False,
2023-03-09 08:00:00,Belgium,Belgium,BE,125.84,173.14,71.03,23.1,entsoe.eu,False,
2023-03-09 09:00:00,Belgium,Belgium,BE,149.61,199.45,69.37,24.13,entsoe.eu,False,
2023-03-09 10:00:00,Belgium,Belgium,BE,138.06,188.25,69.66,25.12,entsoe.eu,False,
2023-03-09 11:00:00,Belgium,Belgium,BE,129.07,177.48,71.44,28.2,entsoe.eu,False,
2023-03-09 12:00:00,Belgium,Belgium,BE,116.68,163.55,72.83,29.96,entsoe.eu,False,
2023-03-09 13:00:00,Belgium,Belgium,BE,120.98,168.97,71.92,30.04,entsoe.eu,False,
2023-03-09 14:00:00,Belgium,Belgium,BE,139.43,189.97,68.87,27.03,entsoe.eu,False,
2023-03-09 15:00:00,Belgium,Belgium,BE,137.47,187.78,68.72,24.74,entsoe.eu,False,
2023-03-09 16:00:00,Belgium,Belgium,BE,138.64,188.37,68.52,22.8,entsoe.eu,False,
2023-03-09 17:00:00,Belgium,Belgium,BE,153.68,205.47,66.31,22.36,entsoe.eu,False,
2023-03-09 18:00:00,Belgium,Belgium,BE,180.72,237.12,62.11,21.22,entsoe.eu,False,
2023-03-09 19:00:00,Belgium,Belgium,BE,156.29,208.98,65.55,22.5,entsoe.eu,False,
2023-03-09 20:00:00,Belgium,Belgium,BE,176.09,229.56,65.21,26.05,entsoe.eu,False,
2023-03-09 21:00:00,Belgium,Belgium,BE,156.63,208.27,66.87,26.35,entsoe.eu,False,
2023-03-09 22:00:00,Belgium,Belgium,BE,144.66,193.94,68.99,25.81,entsoe.eu,False,
2023-03-09 23:00:00,Belgium,Belgium,BE,150.5,200.88,68.39,26.69,entsoe.eu,False,
2023-03-10 00:00:00,Belgium,Belgium,BE,152.7,203.29,68.39,28.85,entsoe.eu,False,
2023-03-10 01:00:00,Belgium,Belgium,BE,135.0,181.92,71.98,30.67,entsoe.eu,False,
2023-03-10 02:00:00,Belgium,Belgium,BE,128.62,174.68,72.53,28.45,entsoe.eu,False,
2023-03-10 03:00:00,Belgium,Belgium,BE,126.14,171.61,72.9,26.57,entsoe.eu,False,
2023-03-10 04:00:00,Belgium,Belgium,BE,131.62,179.86,70.31,24.28,entsoe.eu,False,
2023-03-10 05:00:00,Belgium,Belgium,BE,152.02,203.21,67.8,24.19,entsoe.eu,False,
2023-03-10 06:00:00,Belgium,Belgium,BE,166.46,220.2,65.83,25.25,entsoe.eu,False,
2023-03-10 07:00:00,Belgium,Belgium,BE,153.05,203.55,68.89,28.52,entsoe.eu,False,
2023-03-10 08:00:00,Belgium,Belgium,BE,157.36,209.26,67.69,28.67,entsoe.eu,False,
2023-03-10 09:00:00,Belgium,Belgium,BE,157.45,209.34,67.7,31.04,entsoe.eu,False,
2023-03-10 10:00:00,Belgium,Belgium,BE,136.59,185.14,70.81,37.24,entsoe.eu,False,
2023-03-10 11:00:00,Belgium,Belgium,BE,144.01,192.82,70.6,40.79,entsoe.eu,False,
2023-03-10 12:00:00,Belgium,Belgium,BE,154.9,204.61,69.49,41.78,entsoe.eu,False,
2023-03-10 13:00:00,Belgium,Belgium,BE,162.93,213.16,68.49,41.78,entsoe.eu,False,
2023-03-10 14:00:00,Belgium,Belgium,BE,164.17,215.22,67.79,40.98,entsoe.eu,False,
2023-03-10 15:00:00,Belgium,Belgium,BE,162.88,214.13,67.62,40.33,entsoe.eu,False,
2023-03-10 16:00:00,Belgium,Belgium,BE,163.11,214.33,67.21,39.7,entsoe.eu,False,
2023-03-10 17:00:00,Belgium,Belgium,BE,171.59,223.22,66.26,39.2,entsoe.eu,False,
2023-03-10 18:00:00,Belgium,Belgium,BE,175.59,226.19,66.6,40.19,entsoe.eu,False,
2023-03-10 19:00:00,Belgium,Belgium,BE,175.67,228.45,65.25,37.43,entsoe.eu,False,
2023-03-10 20:00:00,Belgium,Belgium,BE,167.54,220.06,65.77,35.72,entsoe.eu,False,
2023-03-10 21:00:00,Belgium,Belgium,BE,178.41,233.7,63.54,32.18,entsoe.eu,False,
2023-03-10 22:00:00,Belgium,Belgium,BE,174.67,229.5,64.23,30.85,entsoe.eu,False,
2023-03-10 23:00:00,Belgium,Belgium,BE,164.49,217.3,66.88,29.55,entsoe.eu,False,
2023-03-11 00:00:00,Belgium,Belgium,BE,160.63,212.96,67.29,27.4,entsoe.eu,False,
2023-03-11 01:00:00,Belgium,Belgium,BE,162.11,215.26,66.88,24.47,entsoe.eu,False,
2023-03-11 02:00:00,Belgium,Belgium,BE,164.96,219.06,66.33,21.97,entsoe.eu,False,
2023-03-11 03:00:00,Belgium,Belgium,BE,161.18,214.25,67.36,20.81,entsoe.eu,False,
2023-03-11 04:00:00,Belgium,Belgium,BE,172.87,228.65,65.22,18.83,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2023-03-11 05:00:00,Belgium,Belgium,BE,175.86,231.4,65.33,18.03,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2023-03-11 06:00:00,Belgium,Belgium,BE,148.13,199.7,70.44,23.21,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2023-03-11 07:00:00,Belgium,Belgium,BE,139.47,190.16,72.52,29.2,entsoe.eu,False,
2023-03-11 08:00:00,Belgium,Belgium,BE,109.15,157.94,76.97,38.79,entsoe.eu,False,
2023-03-11 09:00:00,Belgium,Belgium,BE,90.92,137.39,80.3,44.08,entsoe.eu,False,
2023-03-11 10:00:00,Belgium,Belgium,BE,87.26,133.14,80.83,45.62,entsoe.eu,False,
2023-03-11 11:00:00,Belgium,Belgium,BE,80.79,125.99,82.15,48.26,entsoe.eu,False,
2023-03-11 12:00:00,Belgium,Belgium,BE,84.51,130.2,81.65,47.86,entsoe.eu,False,
2023-03-11 13:00:00,Belgium,Belgium,BE,76.67,121.23,82.61,47.71,entsoe.eu,False,
2023-03-11 14:00:00,Belgium,Belgium,BE,80.77,125.98,81.94,46.78,entsoe.eu,False,
2023-03-11 15:00:00,Belgium,Belgium,BE,116.4,166.03,76.14,37.74,entsoe.eu,False,
2023-03-11 16:00:00,Belgium,Belgium,BE,150.61,203.0,70.78,27.6,entsoe.eu,False,
2023-03-11 17:00:00,Belgium,Belgium,BE,157.21,208.09,70.34,22.1,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2023-03-11 18:00:00,Belgium,Belgium,BE,175.92,229.41,67.28,17.55,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2023-03-11 19:00:00,Belgium,Belgium,BE,169.1,221.45,68.22,17.79,entsoe.eu,False,
2023-03-11 20:00:00,Belgium,Belgium,BE,158.13,208.71,69.67,19.34,entsoe.eu,False,
2023-03-11 21:00:00,Belgium,Belgium,BE,168.93,221.99,67.68,20.76,entsoe.eu,False,
2023-03-11 22:00:00,Belgium,Belgium,BE,151.2,200.7,70.93,24.22,entsoe.eu,False,
2023-03-11 23:00:00,Belgium,Belgium,BE,132.54,179.0,73.89,25.34,entsoe.eu,False,
2023-03-12 00:00:00,Belgium,Belgium,BE,116.31,159.58,76.95,29.28,entsoe.eu,False,
2023-03-12 01:00:00,Belgium,Belgium,BE,123.91,168.53,76.08,30.17,entsoe.eu,False,
2023-03-12 02:00:00,Belgium,Belgium,BE,115.06,157.0,78.03,30.84,entsoe.eu,False,
2023-03-12 03:00:00,Belgium,Belgium,BE,83.16,119.55,81.49,28.46,entsoe.eu,False,
2023-03-12 04:00:00,Belgium,Belgium,BE,82.32,118.45,81.6,28.87,entsoe.eu,False,
2023-03-12 05:00:00,Belgium,Belgium,BE,89.1,126.55,80.47,32.68,entsoe.eu,False,
2023-03-12 06:00:00,Belgium,Belgium,BE,106.19,146.35,78.46,35.95,entsoe.eu,False,
2023-03-12 07:00:00,Belgium,Belgium,BE,105.83,146.89,77.95,40.16,entsoe.eu,False,
